,city,developer,price,water-availability,status-of-electricity,furnishing,bedrooms,bathrooms,status,configuration,tower-and-unit-details,recommended-for,neighborhood,roads,safety,cleanliness,public-transport,parking,connectivity,traffic,school,restaurants,hospital,market,locality-rating,verified_id,capacity
410,Nagpur,NanisBuildconPvtLtd,6080000,44HoursAvailable,No/RarePowercut,Unfurnished,4SeeDimensionsBedroom114X11ftBedroom411X14ft,4,0,"4,3BHKFlat","1Tower,69Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,3,44,1,4
411,Nagpur,OmShivamBuildconPvtLtd,5060000,No/RarePowercut,4,,4,4,0,"4,3BHKFlat","40Towers,4600Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,3,4,3,46,1,4
414,Nagpur,RadhaMadhavDevelopers,4990000,Unfurnished,,MultipurposeHallConferenceRoomCCTVCameraWasteDisposalRainWaterHarvestingKidsPlayAreaKidsPlayPoolWithWaterSlidesBank&ATMBanquetHallVaastuCompliantPowerBackUpSwimmingPoolIntercomFacilityFlowerGardensEventSpace&AmphitheatreFireFightingEquipmentClubHouseCafeteria/FoodCourtMeditationAreaCycling&JoggingTrackIndoorGamesRoomGymnasiumSecurityIndoorSquash&BadmintonCourtsReservedParkingOutdoorTennisCourtsLiftMultipurposeCourtsViewallAmenities,4,4,3,"1,4,3,4BHKFlat|3,4,6BHKVilla|1,4BHKResidentialHouse","111Towers,4140Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,3,46,1,4
413,Nagpur,GandhiBuildersandDevelopers,3040000,44HoursAvailable,No/RarePowercut,Semi-Furnished,4,4,3,"1,4,3BHKFlat",1Tower,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,3,3,4,4,43,1,4
414,Nagpur,RachanaConstructionCoNgpPvtLtd,4410000,No/RarePowercut,4,10,4,4,3,"4,3BHKFlat","1Tower,100Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,46,1,4
415,Nagpur,MaxxBuilderAndDevelopers,7500000,No/RarePowercut,4,14,3,3,0,"1,4,3BHKFlat","3Towers,360Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
416,Nagpur,SandeepDwellersPvtLtd,1500000,44HoursAvailable,No/RarePowercut,Unfurnished,1,1,0,"1,4BHKFlat","4Towers,153Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,47,1,4
417,Nagpur,JoyMajumder&Co,4000000,1,Unfurnished,,4SeeDimensionBedroom114X11ft,4,3,"4,3BHKFlat","1Tower,7Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,46,1,4
418,Nagpur,OmShivamBuildconPvtLtd,3690000,"Garden/Park,Pool",Vitrified,No/RarePowercut,4,4,3,"4,3BHKFlat","8Towers,414Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,3,46,1,4
419,Nagpur,RadianceInfraventure,4870000,44HoursAvailable,No/RarePowercut,Semi-Furnished,4,4,0,"4,3BHKFlat","1Tower,71Units","Retirees,,Family,,Couple,,",3,3,4,4,3,4,4,3,4,3,3,3,41,1,4
440,Nagpur,AKSInfrastructure,3150000,4,Semi-Furnished,,4,4,0,4BHKFlat,"1Tower,60Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,43,1,4
441,Nagpur,Atharvainfrastructures,3570000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,P50500041779(TheprojecthasbeenregisteredviaMahaRERAregistrationnumber:P50500041779andisavailableonthewebsitehttps://mahareramahaonlinegovinunderregisteredprojects),Vitrified,4SeeDimensionsBedroom110X14ftBedroom410X14ft,4,1,"4,3BHKFlat","3Towers,144Units","Retirees,,Family,,Couple,,",3,3,4,4,3,4,4,3,4,3,3,3,41,1,4
444,Nagpur,ShreeSiddheshwarInfraventuresPvtLtd,4700000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,Garden/Park,44HoursAvailable,4SeeDimensionsBedroom114X10ftBedroom411X14ft,4,1,"4,3BHKFlat|3BHKVilla",464Units,"Retirees,,Family,,Couple,,",3,3,4,4,3,4,4,3,4,3,3,3,41,1,4
443,Nagpur,VidarbhaBuilders,3500000,Garden/Park,Lessthan5years,Freehold,4,4,3,4BHKFlat,"14Towers,495Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,3,4,44,1,4
444,Nagpur,MorajInfratechPvtLtd,6000000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,"Garden/Park,MainRoad",44HoursAvailable,3,3,3,"4,3BHKFlat","5Towers,341Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,3,4,3,46,1,4
445,Nagpur,BeaconRealconPvtLtd,9100000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,Garden/Park,44HoursAvailable,4SeeDimensionsBedroom1198X11ftBedroom416X11ft,3,3,"4,3,4,5,6BHKFlat",13Towers,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,45,1,4
446,Indore,GoraniGroup,11600000,No/RarePowercut,4,15,3SeeDimensionBedroom113X15ft,4,3,"4,3BHKFlat","3Towers,165Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,3,5,5,3,4,4,5,1,4
447,Indore,AnsalHousingLtd,1900000,44HoursAvailable,No/RarePowercut,4,4,4,3,"1,4,3BHKFlat","3Towers,344Units","Retirees,,Family,,Couple,,",4,3,4,4,4,4,4,3,4,3,3,3,44,1,4
448,Indore,SSGroup,1000000,No/RarePowercut,1,4,3,3,3,"1,4,3,4,5BHKFlat|3,4BHKVilla|ResidentialPlot|3,5BHKResidentialHouse","7Towers,544Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,47,1,4
449,Indore,DainikBhaskarGroups&Apollo00000eations,43100000,44HoursAvailable,No/RarePowercut,14,5,5,3,"4,3,4,5BHKFlat","9Towers,908Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,47,1,6
430,Indore,DCNPLPvtLtd,4540000,No/RarePowercut,Unfurnished,,4,4,3,"4,3,4BHKFlat","8Towers,354Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,3,47,1,4
431,Indore,SatyaInfrastructuresLtd,1790000,No/RarePowercut,1,5,4,4,3,"4,3BHKFlat|ResidentialPlot|CommercialShop","5Towers,1000Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
434,Indore,SachinMaheshwari,4610000,Unfurnished,,ReservedParkingCCTVCameraSecurityLift,1,1,3,"CommercialOfficeSpace|1,4BHKFlat|ResidentialPlot|CommercialShop",15Units,"Retirees,,Family,,Couple,,",4,5,5,4,5,5,5,4,4,4,5,5,5,1,4
433,Indore,LaabhamGroup,3000000,Garden/Park,Vitrified,No/RarePowercut,4,4,1,"1,4BHKFlat","14Towers,140Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,4,4,4,47,1,4
434,Indore,KalyanNavnirman,7150000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,"Garden/Park,Pool",44HoursAvailable,3,3,3,"4,3,4BHKFlat","6Towers,35Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,47,1,4
435,Indore,NarangGroup,6600000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,P-IND-40-4758,Vitrified,3SeeDimensionsBedroom1146X9ftBedroom4134X11ftBedroom314X116ft,3,1,3BHKVilla|ResidentialPlot,196Units,"SingleProfessionals,,",4,4,4,4,4,4,4,4,4,4,4,4,43,1,3
436,Indore,UniversalInfratech,1950000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,MainRoad,UnderConstruction,1SeeDimensionBedroom110X11ft,1,1,"1,4,3BHKFlat","1Tower,54Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,4,3,44,1,4
437,Indore,SarthakEstateDevelopers,7480000,44HoursAvailable,No/RarePowercut,,3SeeDimensionsBedroom114X153ftBedroom414X153ftBedroom313X144ft,3,0,3BHKVilla|ResidentialPlot,4Towers,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,3,47,1,4
438,Indore,MazeBuildconPvtLtd,9870000,No/RarePowercut,4,10,3,3,3,"3,4BHKFlat","4Towers,80Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,47,1,4
439,Indore,UniversalInfratech,4900000,No/RarePowercut,1,,4SeeDimensionBedroom110X11ft,4,0,"1,4,3BHKFlat","1Tower,54Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,4,3,44,1,5
440,Indore,DhootGroup,9500000,Unfurnished,4,,3SeeDimensionsBedroom110X14ftBedroom410X14ftBedroom314X15ft,4,3,4BHKFlat|ResidentialPlot,"1Tower,60Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,4,3,3,46,1,4
441,Indore,SatyamitraInfraStructure,4040000,No/RarePowercut,Unfurnished,,1,1,0,"1,4,3BHKFlat|3BHKVilla|3BHKResidentialHouse","4Towers,314Units","Retirees,,Family,,Couple,,",3,4,4,4,4,4,4,4,4,4,4,4,45,1,4
444,Indore,ManDevelopments,3440000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,3,"4,3BHKFlat","11Towers,434Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,45,1,4
443,Thane,VADORGROUP,4400000,No/RarePowercut,4,,1SeeDimensionBedroom110X11ft,4,0,"1,4BHKFlat","3Towers,400Units","Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,3,4,4,4,4,44,1,4
444,Thane,KailashConstructionCompany,6500000,44HoursAvailable,No/RarePowercut,Semi-Furnished,1SeeDimensionBedroom111X9ft,4,3,"1,4BHKFlat","1Tower,146Units","Retirees,,Family,,Couple,,",4,3,4,4,4,3,4,3,4,4,4,4,44,1,5
445,Thane,EmpireIndustriesPvtLtd,3650000,No/RarePowercut,4,,1,4,0,"CommercialOfficeSpace|1,4BHKFlat","3Towers,500Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
446,Thane,MahaavirUniversalHomesPvtLtd,7150000,No/RarePowercut,Unfurnished,,4,4,0,"1,4,3BHKFlat","4Towers,416Units","Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,3,4,4,4,4,44,1,4
447,Thane,JVMSpaces,4500000,44HoursAvailable,No/RarePowercut,Unfurnished,1SeeDimensionBedroom19X10ft,4,0,1BHKFlat,1Tower,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
448,Thane,KalpataruLtd,14100000,No/RarePowercut,4,33,4,4,0,4BHKFlat,"5Towers,564Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,47,1,5
449,Thane,AurusHomes,4580000,No/RarePowercut,4,9,1,4,0,"1,4BHKFlat","3Towers,440Units","Retirees,,Family,,Couple,,",4,4,4,3,4,4,4,3,3,3,3,3,44,1,4
450,Thane,OlympeoInfrastructurePvtLtd,1060000,No/RarePowercut,1,,1SeeDimensionBedroom184X81ft,1,3,1BHKFlat|StudioApartment,"7Towers,845Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,3,3,4,46,1,4
451,Thane,Rustomjee,11800000,No/RarePowercut,Unfurnished,,4SeeDimensionsBedroom19X106ftBedroom410X11ft,4,0,"4,3BHKFlat","1Tower,354Units","Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,3,4,4,4,4,45,1,4
454,Thane,SnehBuildcon,5150000,None,44HoursAvailable,4,1,1,0,"1,4BHKFlat","1Tower,131Units","Retirees,,Family,,Couple,,",4,3,4,4,4,3,4,3,4,4,4,4,44,1,4
453,Thane,SurakshaRealty,14700000,No/RarePowercut,4,,4,4,0,"1,4,3BHKFlat","4Towers,648Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
454,Thane,UnimontRealty,3630000,None,44HoursAvailable,4,4,4,0,"1,4BHKFlat|StudioApartment","6Towers,478Units","Retirees,,Family,,Couple,,",3,4,4,4,3,4,4,3,3,3,3,4,43,1,4
455,Thane,LodhaGroup,6500000,No/RarePowercut,3,45,4SeeDimensionBedroom111X10ft,4,0,"1,4,3BHKFlat","30Towers,1800Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
456,Thane,RegencyGroup,4900000,No/RarePowercut,3,,1,4,0,"1,4BHKFlat","11Towers,4044Units","Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,3,4,4,4,4,44,1,4
457,Thane,LodhaGroup,6650000,No/RarePowercut,4,18,4,4,0,"1,4,3BHKFlat","30Towers,1800Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
458,Thane,PuranikBuildersltd,7300000,No/RarePowercut,4,,4,4,0,"1,4,3BHKFlat","5Towers,434Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
459,Thane,ShubhGroup,3160000,No/RarePowercut,4,,4,4,0,"1,4,3BHKFlat","6Towers,400Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,3,4,4,4,4,43,1,4
460,Thane,LodhaGroup,17000000,44HoursAvailable,No/RarePowercut,Unfurnished,3,4,0,"1,4,3BHKFlat|StudioApartment","48Towers,4958Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,46,1,4
461,Thane,PuranikBuildersltd,8000000,No/RarePowercut,4,,4,4,0,"1,4,3BHKFlat|CommercialShop",34Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
464,Thane,LJTannaRealtyLLP,3430000,44HoursAvailable,No/RarePowercut,Unfurnished,1,1,0,1BHKFlat,79Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,3,4,4,4,4,44,1,4
463,Thane,TharwaniConstructionPvtLtd,4560000,44HoursAvailable,No/RarePowercut,Unfurnished,1,4,3,"1,4BHKFlat","44Towers,150Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
464,Thane,SamrinGroup,9440000,No/RarePowercut,4,35,1,1,0,"1,4,3BHKFlat","4Towers,344Units","Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,3,4,4,4,4,45,1,4
465,Thane,TharwaniRealty,4500000,No/RarePowercut,4,,1SeeDimensionBedroom114X9ft,4,0,"1,4,3BHKFlat","4Towers,70Units","Retirees,,Family,,Couple,,",4,3,4,4,4,4,4,4,4,4,4,4,44,1,4
466,Thane,PuranikBuildersltd,4000000,44HoursAvailable,No/RarePowercut,44,1,1,0,"1,4BHKFlat","3Towers,500Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
467,Thane,PatilDevelopers,4800000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,0,"1,4BHKFlat|StudioApartment","1Tower,454Units","Retirees,,Family,,Couple,,",3,3,3,3,3,3,3,3,3,3,3,4,35,1,4
468,Thane,NeelkanthGroup,47700000,Unfurnished,,GrandEntrancelobbyMultipurposeHallMeditationAreaAirConditionedHousehelpaccommodationGymnasiumWaterFrontKidsplayareaLargeOpenspaceClubHouse3TierSecuritySystemViewallAmenities,3SeeDimensionsBedroom113X101ftBedroom413X101ftBedroom313X101ftBedroom4135X1411ft,3,0,"3,4BHKFlat","1Tower,55Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
469,Bhopal,ParasLifestylesPvtLtd,11000000,44HoursAvailable,No/RarePowercut,Unfurnished,3,3,3,"3,4,5,6BHKFlat","6Towers,108Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,46,1,4
470,Bhopal,MadhubanGroup,4400000,No/RarePowercut,4,6,4,4,0,"4,3BHKFlat|3BHKVilla","5Towers,384Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,3,4,3,4,4,43,1,4
471,Bhopal,AsnaniGroup,4400000,No/RarePowercut,Unfurnished,,3,3,0,"3,4BHKResidentialHouse",150Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,47,1,4
474,Bhopal,AryavratHousingConstructionPvtLtd,4940000,No/RarePowercut,4,10,4,4,3,"4,3BHKFlat|3,4,5BHKVilla|ResidentialPlot|CommercialShop|4BHKResidentialHouse","4Towers,430Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,47,1,4
473,Bhopal,StutiDevcon,5130000,No/RarePowercut,Unfurnished,,4SeeDimensionBedroom114X13ft,3,3,"3,4BHKResidentialHouse",135Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,46,1,4
474,Bhopal,AgrawalConstructionCo,3640000,No/RarePowercut,Unfurnished,,3SeeDimensionBedroom113X14ft,3,3,"4,3BHKFlat|ResidentialPlot|1BHKStudioApartment",451Units,"Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,3,4,3,4,4,44,1,4
475,Bhopal,CIBuildersPvtLtd,4100000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,P-BPL-17-158,Vitrified,3SeeDimensionsBedroom111X14ftBedroom413X11ftBedroom311X10ft,3,3,"ResidentialPlot|1,3BHKResidentialHouse","45Towers,674Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,3,4,3,4,4,43,1,4
476,Bhopal,APInfrastructureAndDevelopers,3500000,North-EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,"Garden/Park,MainRoad",44HoursAvailable,3SeeDimensionsBedroom114X13ftBedroom413X14ftBedroom314X11ft,3,3,"4,3BHKFlat",4Towers,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,47,1,4
477,Bhopal,MinalResidency,13000000,MainRoad,Marble,15to40years,4SeeDimensionBedroom114X16ft,4,3,4BHKFlat|5BHKVilla|ResidentialPlot,608Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,47,1,4
478,Visakhapatnam,ApexmeadowsPvtLtd,8500000,No/RarePowercut,4,,3,3,0,"4,3BHKFlat","1Tower,174Units","Retirees,,Family,,Students,,",4,5,4,5,5,4,5,3,5,5,5,5,5,1,5
479,Visakhapatnam,RamkyEstates&FarmsLimited,6430000,44HoursAvailable,No/RarePowercut,Unfurnished,3SeeDimensionBedroom1147X10ft,3,0,"4,3BHKFlat","7Towers,459Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,4,3,45,1,4
480,Visakhapatnam,PVGKMurthy&PVNarasimharao,17900000,1,Unfurnished,,4,5,0,4BHKVilla|ResidentialPlot,40Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,6
481,Visakhapatnam,SardarProjectsPvtLtd,3380000,No/RarePowercut,4,5,4,4,0,"4,3BHKFlat","1Tower,70Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,3,4,3,4,44,1,4
484,Visakhapatnam,MVVBuiilders,7050000,No/RarePowercut,3,15,3,4,3,3BHKFlat,"14Towers,1448Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
483,Visakhapatnam,FloraConstructions,6680000,No/RarePowercut,4,10,3,3,0,"4,3BHKFlat","1Tower,147Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
484,Visakhapatnam,MVVandMKHousing,4680000,44HoursAvailable,No/RarePowercut,Unfurnished,4SeeDimensionsBedroom111X106ftBedroom410X104ft,4,0,4BHKFlat,"6Towers,4000Units","Retirees,,Family,,Students,,",4,5,4,5,5,4,5,3,5,5,5,5,5,1,4
485,Visakhapatnam,MKBuildersAndDevelopers,8950000,4,Semi-Furnished,,3SeeDimensionsBedroom111X15ftBedroom414X14ftBedroom314X14ft,3,3,3BHKFlat,"1Tower,45Units","Retirees,,Family,,Couple,,",3,4,4,4,4,4,4,3,4,4,3,3,46,1,4
486,Visakhapatnam,UtkarshaConstructions,6140000,No/RarePowercut,Unfurnished,,4,4,0,"4,3BHKFlat","4Towers,480Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
487,Visakhapatnam,SrinivasaInfra&MVVBuilders,4980000,44HoursAvailable,No/RarePowercut,9,4,4,0,4BHKFlat,"1Tower,369Units","Retirees,,Family,,Students,,",4,5,4,5,5,4,5,3,5,5,5,5,5,1,4
488,Visakhapatnam,VizagProfilesPvtLtd,4400000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,P033000800033,Vitrified,4SeeDimensionsBedroom1114X146ftBedroom4145X11ft,4,3,"4,3BHKFlat","15Towers,444Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
489,Visakhapatnam,MathrusriBuilders&Developers,4680000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,0,"4,3BHKFlat","1Tower,160Units","Retirees,,Family,,Couple,,",5,5,4,4,4,5,5,4,5,5,5,5,46,1,4
490,Visakhapatnam,NovusConstructions,4100000,44HoursAvailable,No/RarePowercut,Furnished,4,4,0,"4,3BHKFlat","8Towers,350Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
491,Visakhapatnam,NovusConstructions,5300000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,"Vitrified,Granite",Furnished,3SeeDimensionsBedroom1136X101ftBedroom4145X101ftBedroom3114X101ft,3,3,"4,3BHKFlat","8Towers,350Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
494,Visakhapatnam,NavaratnaEstates,13000000,MainRoad,CeramicTiles,No/RarePowercut,3,3,3,3BHKVilla|ResidentialPlot,154Units,"Retirees,,Family,,Couple,,",4,4,4,5,4,4,4,4,4,3,4,4,48,1,4
493,Pimpri-Chinchwad,SukhwaniChawlaDevelopers,6570000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,P54100031499(TheprojecthasbeenregisteredviaMahaRERAregistrationnumber:P54100031499andisavailableonthewebsitehttps://mahareramahaonlinegovinunderregisteredprojects),"Vitrified,CeramicTiles,Marble",4SeeDimensionsBedroom110X10ftBedroom414X10ft,4,1,"4,3,4BHKFlat","5Towers,500Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,44,1,4
494,Patna,AshianaMarketingandConstructionPvtLtd,10400000,44HoursAvailable,No/RarePowercut,Semi-Furnished,3,4,0,3BHKFlat,"3Towers,48Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,46,1,4
495,Patna,SaiShreeBalajeeHomesPvtLtd,4810000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,0,"4,3BHKFlat","4Towers,430Units","Retirees,,Family,,Couple,,",4,4,4,3,4,4,4,5,3,4,3,3,45,1,4
496,Patna,SaiShreeBalajeeHomesPvtLtd,4480000,NorthTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,BRERAP00460-4/1137/R-1041/4040,"Vitrified,Wooden",4SeeDimensionsBedroom1145X97ftBedroom414X11ft,4,1,"4,3BHKFlat","4Towers,430Units","Retirees,,Family,,Couple,,",4,4,4,3,4,4,4,5,3,4,3,3,45,1,4
497,Patna,MajesticConstruction&DevelopersPvtLtd,7000000,Pool,CeramicTiles,No/RarePowercut,4,4,3,"1,4,3BHKFlat","8Towers,364Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
498,Patna,MaaShambhaviEngiconPvtLtd,43000000,North-EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,"Garden/Park,MainRoad",NewConstruction,4SeeDimensionsBedroom116X18ftBedroom414X16ftBedroom316X40ft,5,3,"3,4BHKFlat","1Tower,44Units","Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,3,3,3,3,4,45,1,4
499,Patna,MaitreyeeMahanirmanLLP,6730000,44HoursAvailable,No/RarePowercut,3,3SeeDimensionsBedroom110X10ftBedroom410X146ftBedroom3106X11ft,4,0,"4,3BHKFlat","1Tower,53Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
300,Patna,MajesticConstruction&DevelopersPvtLtd,3600000,44HoursAvailable,No/RarePowercut,Semi-Furnished,1SeeDimensionBedroom111X14ft,4,3,"1,4,3BHKFlat","8Towers,364Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
301,Patna,KirtiSagarConstructionPvtLtd,10400000,44HoursAvailable,No/RarePowercut,Semi-Furnished,3,4,0,"1,4,3BHKFlat","4Towers,136Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,47,1,4
304,Vadodara,RatnamGroup,8500000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,0,4BHKFlat|5BHKPenthouse,"6Towers,101Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,4,4,4,47,1,4
303,Vadodara,ShreejiSpacelinksPrivateLimited,15500000,44HoursAvailable,No/RarePowercut,Unfurnished,4SeeDimensionBedroom114X18ft,5,0,4BHKFlat,114Units,"Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,4,4,4,47,1,4
304,Vadodara,KamaxiGroup,6500000,No/RarePowercut,4,,3SeeDimensionsBedroom111X147ftBedroom411X141ftBedroom310X143ft,3,0,"3,4BHKFlat","4Towers,84Units","Retirees,,Family,,Couple,,",4,3,4,4,3,4,3,3,4,3,3,3,44,1,4
305,Vadodara,SamruddhiBuilders,4450000,No/RarePowercut,Unfurnished,,3SeeDimensionsBedroom110X116ftBedroom49X96ftBedroom310X10ft,4,0,"4,3BHKFlat","10Towers,474Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,4,4,43,1,6
306,Vadodara,SudhapatiDevelopersPvtLtd,5500000,1,Unfurnished,,4SeeDimensionsBedroom111X10ftBedroom4136X113ftBedroom3156X113ftBedroom4143X17ft,4,0,4BHKVilla,110Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,43,1,4
307,Vadodara,KamleshGandhiProjects,4850000,No/RarePowercut,4,7,3,3,0,"4,3BHKFlat|CommercialShop","4Towers,454Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,43,1,4
308,Vadodara,RudrakshInfra,8150000,No/RarePowercut,4,,4SeeDimensionBedroom116X11ft,4,0,4BHKFlat,15Units,"Retirees,,Family,,Couple,,",3,3,3,3,4,4,3,3,4,3,4,3,43,1,4
309,Vadodara,NilamberGroup,9550000,No/RarePowercut,4,,3SeeDimensionBedroom1145X155ft,3,0,"3,4,5BHKFlat|CommercialShop","8Towers,444Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,4,4,4,47,1,4
310,Vadodara,NarayanRealtyLtd,3500000,44HoursAvailable,No/RarePowercut,Unfurnished,3SeeDimensionsBedroom110X14ftBedroom410X10ftBedroom310X9ft,4,3,3BHKFlat,"4Towers,176Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,4,4,4,47,1,4
